date,BTC,WAVES,NEOS,BLK,POT,STRAT,AUR,NAV,VIA,VTC,PPC,CURE,NXT,GRC,NEO,DASH,MONA,AEON,STEEM,LTC,XCP,CLAM,EXP,NXS,ETH,XRP,AMP,DOGE,DCR,ENRG,BCY,REP,ETC,NLG,SYS,XLM,DGB,IOC,CLOAK,ZEC,LSK,SLR,BURST,EMC,SBD,XMR,FTC
1484114400,778.25,0.201309928,0.052819828,0.02680293,0.013315858,0.04815811,0.095779228,0.037122525,0.031495777,0.02630485,0.252005133,0.029877018,0.005424403,0.00482515,0.11866756,11.18307894,0.02527756,0.101444888,0.133072968,3.874151848,1.89659525,0.72112645,0.16586064,0.054461935,9.668557745,0.006482823,0.052944347,0.00021791,0.700090353,0.004498285,0.0980595,3.80053718,1.176449395,0.019938765,0.007510113,0.002132405,0.000233475,0.278473415,0.158000315,39.90634082,0.140085,0.056820032,0.000443603,0.18678,1.001599968,11.59591722,0.00488741
1484200800,804.9,0.205297794,0.056624715,0.02784954,0.013804035,0.04958184,0.109699821,0.03734736,0.032196,0.02857395,0.256054788,0.029330556,0.005408928,0.005191605,0.1255644,11.82563105,0.024637989,0.121081107,0.13836231,3.976334784,1.94294811,0.788777853,0.176844579,0.051529698,9.694183404,0.006423102,0.052930224,0.000217323,0.837071853,0.004201578,0.098849769,4.102213095,1.212002322,0.021740349,0.00780753,0.002471043,0.000225372,0.284250435,0.172940814,42.6620986,0.137782782,0.057502056,0.000474891,0.189384921,0.962072823,11.82613008,0.005416977
1484287200,829.99,0.223615906,0.05726931,0.028286059,0.014524825,0.050928186,0.110313971,0.037723046,0.032743105,0.029373346,0.248515606,0.029638943,0.005527733,0.005403235,0.130183932,12.50055409,0.0249163,0.124556599,0.13694835,3.99560506,2.02764897,0.827151434,0.180605824,0.073777811,9.7108913,0.006706319,0.0498326,0.000215797,1.111962503,0.004241249,0.10374875,4.332979395,1.21431687,0.022559128,0.007669108,0.002415271,0.000240697,0.304764028,0.169500558,43.491476,0.141272598,0.060323673,0.000547793,0.196317535,0.994518918,11.20041625,0.005577533
1484373600,814,0.23196558,0.0579161,0.027269,0.01710214,0.04918188,0.10921438,0.03749284,0.03144482,0.0319088,0.24789556,0.02919004,0.00544566,0.005291,0.12445246,12.2914,0.0248677,0.11639386,0.13726482,3.90488824,1.92835786,0.86521688,0.18039868,0.07347978,9.61740186,0.00678062,0.05041102,0.00021164,1.05534286,0.00367928,0.1030931,4.1778143,1.19638464,0.02183962,0.00767602,0.00245828,0.00023606,0.28664196,0.161986,43.2961716,0.14708166,0.059422,0.00053724,0.19374828,0.99480568,11.05311878,0.00552706
1484460000,822,0.23656338,0.06418176,0.028359,0.01806756,0.0510462,0.1114221,0.0411411,0.03114558,0.03425274,0.25657908,0.03347184,0.0060828,0.00545808,0.12475494,12.2005761,0.02516964,0.11069052,0.14172102,3.9363114,2.02230906,0.91958784,0.24669864,0.07508148,9.75259434,0.00673218,0.05193396,0.0002055,0.97820466,0.0039456,0.11482518,4.11,1.18126332,0.0222762,0.00835152,0.00244134,0.00027126,0.28244742,0.16438356,44.73228648,0.1596324,0.06019506,0.00055896,0.18997242,1.0099092,10.68600822,0.005754
1484546400,830,0.2363508,0.0617769,0.0285354,0.0175794,0.059926,0.1113611,0.0406617,0.030544,0.0337727,0.2826897,0.0322372,0.0058598,0.006059,0.1191133,12.865,0.0249498,0.1148139,0.1778192,3.8771126,1.9690339,0.8737078,0.2159328,0.081423,9.5533,0.0068558,0.0523315,0.0001992,0.9517527,0.0040836,0.1083731,4.032804,1.1715118,0.0214306,0.0084079,0.002407,0.0002656,0.2897281,0.166,43.1743839,0.1569281,0.0604655,0.000581,0.1867583,0.990273,10.5614014,0.0061171
1484632800,904.638,0.24562731,0.068164473,0.02893937,0.017423328,0.057534977,0.118254279,0.040563968,0.032033232,0.030305373,0.306138546,0.034276734,0.005726359,0.005744451,0.118290465,14.21391651,0.025194168,0.125328549,0.16883259,3.911329042,1.923296574,0.924540036,0.230592226,0.115341345,10.20889411,0.006766692,0.050189316,0.000208067,0.854213478,0.004450819,0.127318752,4.244507218,1.206090521,0.02219077,0.008575968,0.002496801,0.000262345,0.318215463,0.18240216,44.5534215,0.158664459,0.066029528,0.000569922,0.201055796,0.979840557,12.36640146,0.006359605
1484719200,884.646,0.24927555,0.065154178,0.02868907,0.018091011,0.05920051,0.115455149,0.039481751,0.031343008,0.031422626,0.286589918,0.035350454,0.005705967,0.005431726,0.120586096,14.08046806,0.025017789,0.124027369,0.167587338,3.879101938,2.062622921,0.883955976,0.227247864,0.140216391,10.23535422,0.006758695,0.059474751,0.000212315,0.858124313,0.004334765,0.144790011,4.304094723,1.195767152,0.021452666,0.00827144,0.002459316,0.000265394,0.327885193,0.172107879,43.90286668,0.158908961,0.067675419,0.000521941,0.185908357,0.999641134,12.15860116,0.006139443
1484805600,903.9144343,0.242249068,0.071138066,0.029268749,0.019181064,0.074166179,0.11799699,0.039320278,0.032821133,0.033236934,0.291132761,0.039772235,0.006083344,0.005432526,0.117526955,15.32993685,0.0253548,0.134222254,0.162740755,3.9247332,2.040342779,0.924008452,0.229603305,0.1159903,10.41830083,0.006707045,0.059531805,0.000216939,1.039510639,0.004320711,0.128238341,4.471492963,1.175025491,0.020582132,0.008352169,0.002377295,0.000271174,0.34354172,0.173714276,44.4948355,0.158853923,0.070324543,0.000551388,0.185835769,0.979969795,12.32208926,0.00602007
1484892000,896.5,0.23400443,0.06768575,0.028571455,0.018781675,0.068465705,0.122865325,0.03932049,0.03646962,0.032274,0.287068265,0.03883638,0.00588104,0.005387965,0.1195931,15.03990813,0.025110965,0.13625007,0.15948735,3.892486455,2.00082663,0.921736475,0.222484405,0.100452825,10.63262448,0.00665203,0.05262455,0.00021516,0.933839225,0.004348025,0.13463637,4.389667425,1.347036075,0.024483415,0.00855261,0.0023309,0.00026895,0.34041898,0.16970745,43.32170398,0.15391112,0.0690305,0.000564795,0.17962274,0.995115,11.92009709,0.00597069
1484978400,924,0.24890712,0.06922608,0.02738736,0.019404,0.07243236,0.12116412,0.0398706,0.03642408,0.03136056,0.28632912,0.03795792,0.00575652,0.00555324,0.11661804,14.84123256,0.0252252,0.13024704,0.16691136,3.90770688,2.03438928,0.88484088,0.2308614,0.08386224,10.88498796,0.00676368,0.05235384,0.00021252,0.89644632,0.0044352,0.13419252,4.62066528,1.416492,0.02429196,0.00871332,0.00230076,0.0002772,0.38545584,0.168399,43.70521848,0.1603602,0.072072,0.00061908,0.1848,0.981288,12.00738,0.00592284
1485064800,919.2641472,0.245443527,0.067657841,0.027853704,0.018330127,0.075784136,0.120892428,0.038590709,0.035345706,0.032229401,0.273435121,0.054687024,0.005717823,0.005515585,0.114908018,15.09247877,0.025831323,0.119329679,0.158370827,3.851680006,1.970350773,0.915384852,0.231535061,0.086245362,10.69773427,0.006664665,0.052122277,0.000202238,0.910181817,0.004761788,0.135775315,4.630636867,1.367690391,0.022393275,0.008962825,0.002371701,0.000257394,0.3336745,0.170486729,42.74579204,0.153710158,0.071472787,0.000606714,0.183420775,0.992805279,12.04431836,0.005644282
1485151200,911.375,0.241651081,0.062884875,0.027496184,0.019959113,0.087492,0.118496978,0.0379132,0.036354749,0.031907239,0.265437969,0.058738119,0.005650525,0.005841914,0.127619841,14.90199288,0.024552443,0.122698416,0.156063855,3.805127331,1.992302205,0.924599051,0.273868187,0.093589099,10.70865625,0.006643924,0.049332729,0.000200503,0.96722406,0.004383714,0.135849558,4.432818635,1.408748793,0.023085129,0.009223115,0.002305779,0.000273413,0.330783556,0.166435303,42.64690909,0.15179862,0.072900886,0.00058328,0.172249875,0.984740688,12.11879945,0.00561407
1485237600,890,0.2321387,0.0568354,0.0282664,0.0188502,0.0759526,0.1157089,0.0382789,0.0338111,0.0306427,0.2466902,0.0474459,0.0056248,0.005785,0.1199364,14.1420822,0.0249823,0.1148634,0.1469034,3.7558,1.8686262,0.8573548,0.2463876,0.1059278,10.591,0.0064881,0.0469119,0.0002047,1.0127221,0.0040762,0.13172,4.2855992,1.3514917,0.0224102,0.008633,0.0022606,0.0002581,0.3233548,0.1768341,41.2544726,0.1457375,0.0705592,0.0005696,0.1662876,0.9992742,11.7302,0.0055269
1485324000,898.9204319,0.233701334,0.057270221,0.032244276,0.018733502,0.080794968,0.116949548,0.037583863,0.033403883,0.031426258,0.252084257,0.044811184,0.005753091,0.006310421,0.12472521,14.64060022,0.026167574,0.115511276,0.145274531,3.685573771,1.888613849,0.856104852,0.234348557,0.108481718,10.48231116,0.006499195,0.042914461,0.000197762,1.015780088,0.003874347,0.13568305,4.22492603,1.285249466,0.023893305,0.008647615,0.002130441,0.000242709,0.345895593,0.183280887,39.70196251,0.147180242,0.072911436,0.000584298,0.176646854,0.988812475,11.73233193,0.006040745
1485410400,916.98,0.237864612,0.056192534,0.03392826,0.017963638,0.085526725,0.12286615,0.037421954,0.038834103,0.031800866,0.266621105,0.04172259,0.005850332,0.00686818,0.130550443,15.05242844,0.025959704,0.114723368,0.148486571,3.86737232,2.098325334,0.851104157,0.2567544,0.105241795,10.61825244,0.006345502,0.045207114,0.000201736,1.557985699,0.003585392,0.134080816,4.126804301,1.353590857,0.024666762,0.008454556,0.002209922,0.000238415,0.342684596,0.18201136,38.9808198,0.147257818,0.073477607,0.000541018,0.183460189,1.016068859,11.92255562,0.006006219
1485496800,923.89,0.239093493,0.059055049,0.034830653,0.018976701,0.106173439,0.120096461,0.038304479,0.037426784,0.035819215,0.268870468,0.048079236,0.005866701,0.007289492,0.128799505,15.52120418,0.026062937,0.110423333,0.151527199,3.893207788,2.281962105,0.835658505,0.2864059,0.107208196,10.5600627,0.006457991,0.048448792,0.000212495,1.356778659,0.003667843,0.1570613,4.126406863,1.292309615,0.028113973,0.009248139,0.00226353,0.000267928,0.343446869,0.181812313,38.16016778,0.146852315,0.071878642,0.000739112,0.194035378,0.998521834,12.10062156,0.005857463
1485583200,919.374,0.240177264,0.068438201,0.033584732,0.019306854,0.100046279,0.11138216,0.03874242,0.041197149,0.039431951,0.278395641,0.05056557,0.005865606,0.007198698,0.138779505,15.24321173,0.025843603,0.119022158,0.167307681,3.856810705,2.758903468,0.867429369,0.306114767,0.1035399,10.50912516,0.006306906,0.048193585,0.000202262,1.473820878,0.00368669,0.138807087,4.252132331,1.29624379,0.02615619,0.010526832,0.002243273,0.000266618,0.358197304,0.177586282,37.87824557,0.156459067,0.07212489,0.000726305,0.186881153,1.029496618,12.773718,0.005709313
1485669600,910.5000917,0.236748234,0.069689677,0.033306093,0.019056767,0.104671091,0.115232892,0.041300284,0.040599199,0.044159254,0.293080875,0.055822761,0.006564706,0.006719491,0.137139524,15.46644654,0.024865758,0.121187562,0.158499856,3.846671682,3.097521312,0.846036685,0.286006289,0.110170511,10.351949,0.006327976,0.048511445,0.000209415,1.913543413,0.003906045,0.212046366,4.252035428,1.298946746,0.025767153,0.009560251,0.00223983,0.000264045,0.375799808,0.179914818,38.0717692,0.155813881,0.070199557,0.000719295,0.190349149,0.9924451,12.57747527,0.005590471
1485756000,920.439,0.232042672,0.107396823,0.033135804,0.018390371,0.094584312,0.113213997,0.04587468,0.043048932,0.04503708,0.291024403,0.053661594,0.006424664,0.00694011,0.152166975,15.84091166,0.025993197,0.12644991,0.164961078,4.09414949,2.94903133,0.870449958,0.33135804,0.108602598,10.52153821,0.006397051,0.050265174,0.000202497,1.868500374,0.004326063,0.198750393,4.199217601,1.339238745,0.027291016,0.009719836,0.002365528,0.000266927,0.36945501,0.174045811,39.58783287,0.158812545,0.070257109,0.000699534,0.189684069,1.030965315,12.64437429,0.005789561
1485842400,962.89,0.224160792,0.133283234,0.032969354,0.019700729,0.088874747,0.115643089,0.042877492,0.041654621,0.041904973,0.284890264,0.049492546,0.00639359,0.006875035,0.145406019,15.79142489,0.026209866,0.1251757,0.158953881,4.059265002,2.984920484,0.860303699,0.332774784,0.113178091,10.59303213,0.006239527,0.049444402,0.000211836,2.167657968,0.003947849,0.201138092,4.299197932,1.34813266,0.028559317,0.009898509,0.002320565,0.00025998,0.372253274,0.180387813,39.189623,0.159502729,0.075297998,0.000683652,0.192587629,1.0206634,12.81142477,0.005969918
1485928800,981.5034003,0.229024003,0.126152632,0.032477948,0.018501339,0.09249688,0.117819668,0.04330393,0.044354139,0.044452289,0.290947053,0.049399066,0.006389587,0.006782188,0.143947289,15.78071964,0.025097042,0.131521456,0.162929564,4.025685272,2.797284691,0.869248856,0.353409929,0.11690687,10.67992498,0.006468107,0.048810164,0.000215931,2.412378317,0.004112499,0.214478123,4.200226021,1.325647938,0.027197459,0.009952444,0.002355608,0.000265006,0.357080752,0.178064347,39.32708436,0.157894452,0.081641453,0.000726313,0.191108527,1.020763536,13.11820518,0.005918466
1486015200,1008,0.2143512,0.11201904,0.03408048,0.020664,0.09558864,0.12097008,0.04195296,0.04652928,0.05166,0.30608928,0.049896,0.0064008,0.006804,0.145152,16.23895056,0.02572416,0.1382472,0.165312,4.11681312,2.6657568,0.93685536,0.32665248,0.11674656,10.71286272,0.0064008,0.04962384,0.00021168,2.61072,0.00434448,0.20115648,4.13111664,1.357776,0.0268128,0.01004976,0.0023688,0.00028224,0.36107568,0.2004408,38.9592,0.15682464,0.081396,0.00073584,0.18998784,0.99067248,13.104,0.00587664
1486101600,1000,0.222,0.12105,0.03229,0.01982,0.092,0.1195,0.04219,0.04456,0.0519,0.28722,0.0515,0.0065,0.00655,0.13104,17.1092,0.0253,0.14812,0.15676,3.9845,2.72616,0.88076,0.32122,0.11801,10.836,0.00637,0.05105,0.0002,2.51685,0.0042,0.1823,4.10001,1.32,0.02538,0.00993,0.00232,0.00027,0.36073,0.181,37.8,0.15324,0.08443,0.0007,0.18897,0.9914,12.49999,0.00576
1486188000,1027.7075,0.221059883,0.11787805,0.035024272,0.019567551,0.088362291,0.124496487,0.044602506,0.04623656,0.046216006,0.292516386,0.052721395,0.006423172,0.007779746,0.13657205,17.18511927,0.025219942,0.169540906,0.162398339,3.960897753,3.468893064,0.926817455,0.301323839,0.106367726,11.32351761,0.006443726,0.050748196,0.000205541,3.286546923,0.004316371,0.185326493,4.162246206,1.352678889,0.026545685,0.012188611,0.002394558,0.000267204,0.401155346,0.194072284,38.57318197,0.158380003,0.094600475,0.000709118,0.190814452,0.956107118,12.48662557,0.006474557
1486274400,1016.88888,0.224640922,0.111308657,0.034665742,0.020195413,0.085418666,0.121630079,0.043899093,0.046695537,0.044804124,0.292253864,0.058877866,0.00713856,0.007006364,0.135388585,16.85310279,0.025045973,0.171742363,0.156692408,3.989804196,2.948987921,0.917843903,0.32211989,0.104851412,11.22645323,0.006345387,0.046746382,0.000203378,3.019122747,0.004270933,0.212509438,4.133338061,1.375535419,0.026388266,0.014541511,0.002349013,0.00027456,0.362602237,0.190768354,37.60505922,0.162702221,0.096401066,0.000874524,0.186558434,0.996551102,12.60305639,0.006304711
1486360800,1024.75,0.261546943,0.1278888,0.035681795,0.020023615,0.092534925,0.122990495,0.043469895,0.04615474,0.045478405,0.297392698,0.05472165,0.009601908,0.00725523,0.131301218,16.73161587,0.025956918,0.18179065,0.156848235,3.979565388,3.33031453,0.94231911,0.314782705,0.102218812,11.35053065,0.006384192,0.047363945,0.000215198,2.611616365,0.00430395,0.242322633,4.41601666,1.44620918,0.02410212,0.011548933,0.002397915,0.000276683,0.372568358,0.19150528,36.78295036,0.157842242,0.11210765,0.000799305,0.207112223,1.00937875,12.727395,0.006281718
1486447200,1051.2,0.251941104,0.11673576,0.036066672,0.020845296,0.094786704,0.113540112,0.045033408,0.046053072,0.043141248,0.305173872,0.053989632,0.009208512,0.007421472,0.1324512,16.90911965,0.025954128,0.24167088,0.1555776,3.954950784,3.574069488,0.95144112,0.312385104,0.109839888,11.39608022,0.006286176,0.049059504,0.00021024,2.567629584,0.0044676,0.237129696,4.172013072,1.448837424,0.025775424,0.011594736,0.002270592,0.000283824,0.39404232,0.186146496,35.64560333,0.164859696,0.109503504,0.000904032,0.202997232,0.988128,12.42783302,0.00641232
1486533600,1042.123516,0.262094064,0.116790782,0.035327987,0.020342251,0.092092455,0.119687886,0.042445691,0.045196897,0.052085333,0.296098554,0.053648519,0.008878892,0.007753399,0.125075664,16.87026021,0.026928472,0.182371615,0.148502601,3.937142642,3.4052428,0.972415874,0.324017043,0.104691728,11.17677471,0.00632569,0.049125703,0.000208425,2.511517673,0.004429025,0.265220435,4.478161065,1.413609285,0.023103878,0.011932314,0.002250987,0.000281373,0.365910409,0.164488776,34.34024167,0.157756658,0.110902785,0.000833699,0.198712112,0.981847091,12.47395795,0.006617484
1486620000,957,0.23265627,0.11647647,0.03189681,0.01851795,0.08707743,0.1039302,0.03985905,0.04424211,0.04595514,0.27665913,0.05028078,0.00793353,0.00675642,0.12084996,16.0776,0.02959044,0.17292033,0.14017179,3.6366,2.96685312,0.89653674,0.28762635,0.1080453,10.617915,0.00607695,0.04465362,0.00020097,2.59052244,0.00460317,0.25375812,4.22156625,1.23100824,0.02225982,0.01094808,0.00206712,0.00025839,0.33752433,0.1594362,31.95889059,0.14602863,0.09948015,0.00075603,0.18453831,0.9626463,11.6754,0.00617265
1486706400,994.602,0.237043495,0.116288866,0.036750544,0.020180475,0.085545718,0.105775923,0.040082461,0.044080761,0.047750842,0.286873055,0.052176821,0.009060824,0.007131296,0.123648921,17.03966071,0.030007142,0.16410933,0.148056454,3.829207754,3.103148294,0.919569225,0.306078819,0.108839297,11.24690969,0.006355507,0.046388237,0.000218812,2.585975146,0.004475709,0.266095819,4.320759954,1.254193122,0.023870448,0.010980406,0.002128448,0.000268543,0.338413331,0.159245726,32.53442602,0.148394618,0.105020025,0.000785736,0.185423651,1.00952103,12.1341444,0.006484805
1486792800,997.7034375,0.239438848,0.110006781,0.035378564,0.019934115,0.08084391,0.108749675,0.040257334,0.043679456,0.048328755,0.27828942,0.055123115,0.008799744,0.007173488,0.125201804,16.97797926,0.029352435,0.146333163,0.145076057,3.803026009,3.162410609,0.981700274,0.296707025,0.104260009,11.25409477,0.006295509,0.045804565,0.000199541,2.506071402,0.004419826,0.271495059,4.382751568,1.212848207,0.023465985,0.011074508,0.002125108,0.000259403,0.339239123,0.166187462,32.20104805,0.149635562,0.105956105,0.00080814,0.189922826,0.99271492,12.12309447,0.006475095
1486879200,1004.999,0.246425755,0.111856389,0.034481516,0.01966783,0.083334517,0.115574885,0.039205011,0.043436057,0.044400856,0.289932162,0.055586495,0.008552541,0.007065143,0.122268178,17.06931507,0.029215321,0.149865451,0.140056661,3.78857488,3.121144994,0.968829086,0.3014997,0.090962459,11.45697855,0.006361644,0.046199804,0.00021105,2.461694801,0.004421996,0.289891962,4.639587933,1.218229638,0.022280828,0.011557488,0.002130598,0.00027135,0.318423883,0.183301768,31.68847272,0.149192102,0.107213293,0.000844199,0.202235949,1.009059196,12.4100392,0.006431994
1486965600,985,0.24722515,0.1022233,0.03580475,0.01923705,0.0770467,0.1046661,0.03842485,0.03917345,0.0394,0.28173955,0.0558692,0.0080573,0.006895,0.12181495,16.6465,0.02794445,0.13119215,0.1352996,3.6870126,3.5630011,0.9380155,0.2724904,0.0887091,11.1326276,0.0062055,0.04531,0.000197,2.56552115,0.00424535,0.3041483,4.2326238,1.1688601,0.0223989,0.01161315,0.00203895,0.0002561,0.34235645,0.16745,29.83774805,0.1452087,0.10103145,0.00079785,0.1758225,0.980075,12.1155,0.00635325
1487052000,1010,0.242804,0.1061611,0.0355318,0.0194425,0.0782245,0.1073327,0.0403798,0.0375215,0.0408848,0.2794266,0.0553076,0.007878,0.0071811,0.1188669,18.160406,0.0274821,0.133017,0.1353299,3.7996907,3.9022663,0.9615503,0.2695387,0.0909606,13.1267579,0.0062519,0.049086,0.000202,2.3487651,0.0045349,0.3022122,4.9842288,1.2354926,0.0223816,0.0113322,0.0021412,0.0002626,0.3548231,0.1677812,32.1791555,0.1481973,0.0984649,0.0008181,0.1839311,1.0010413,12.9914987,0.0072215
1487138400,1001.1,0.240984792,0.220262022,0.03563916,0.019511439,0.087816492,0.111802848,0.040074033,0.037861602,0.040054011,0.279617241,0.052727937,0.007968756,0.007137843,0.116447952,19.60036671,0.027059733,0.132625728,0.131924958,3.847257333,3.80418,0.953798025,0.27139821,0.103043223,12.72920674,0.006086688,0.04494939,0.000210231,2.359482579,0.004474917,0.290839572,4.879341378,1.239301734,0.022244442,0.010962045,0.00220242,0.000250275,0.346470699,0.180228033,33.13135445,0.140324187,0.092581728,0.000830913,0.193132212,0.990648516,13.43513241,0.00650715
1487224800,1032.379111,0.247770987,0.254481451,0.035028623,0.020296573,0.083116842,0.119126226,0.041326136,0.038879397,0.044443921,0.290852167,0.056047862,0.007536368,0.007257625,0.127054897,19.54849077,0.027461284,0.130812757,0.139113085,3.887289333,4.026288857,0.981895772,0.282376334,0.100161421,12.74098291,0.005884561,0.044185826,0.000196152,2.162090925,0.00443923,0.235816037,5.045422544,1.228685999,0.022640074,0.011077428,0.002126701,0.000258095,0.341521334,0.191351468,32.46207715,0.146577186,0.093636785,0.001073674,0.191929601,0.99267381,13.20762859,0.006483341
1487311200,1047,0.24879861,0.23883117,0.034551,0.0196836,0.08138331,0.1201956,0.03980694,0.037692,0.04424622,0.28944315,0.05583651,0.00738135,0.00752793,0.12287592,19.893,0.02823759,0.13823541,0.134016,3.86812056,3.61788756,0.94946148,0.29580891,0.097371,12.62682,0.00588414,0.04516758,0.0002094,2.12684439,0.0042927,0.2411241,4.95432024,1.22003769,0.023034,0.01101444,0.00210447,0.00024081,0.35232597,0.18599955,31.62041559,0.14509326,0.09842847,0.00108888,0.18936042,0.99080751,13.38063906,0.00631341
