portfolio,total_fees,num_trades,num_trades_saved,taxes_HODL,end_price_HODL,taxes_rebalanced,end_price_rebalanced
XVG-ETC-SHIFT-BTC-AUR,1411.1605303308718,578,90,13207.672801321629,57830.691205286515,23544.311825352106,58741.290412955495
EXCL-SEQ-BSD-IOC-GRC,1345.6172578100911,698,0,3308.2646028456375,18233.05841138255,18686.294638804524,38090.36218863967
ETC-SPR-CURE-AEON-IOP,1365.9523372327662,830,0,1380.1175567974074,10520.47022718963,15880.8038719447,35011.36106091028
RBY-XMG-SHIFT-NAV-TX,1953.6960269493431,748,0,2710.592074617423,15842.368298469692,26982.430659909267,56894.627929414004
SLR-PPC-RDD-SBD-ZCL,2374.8586525140927,828,0,2680.612135835459,15722.448543341836,27970.239785996437,73030.72414180276
VTC-ETH-XLM-BRK-DCR,1254.405845478127,652,26,5800.033495694789,28200.133982779156,22043.776114760803,66130.32012736626
AMP-NXT-XRP-NLG-CURE,732.114896295659,656,0,1505.6596118326997,11022.638447330799,9939.40256161207,23293.78919156878
AEON-ZCL-XMG-DCR-IOC,2845.4026080343633,828,0,3641.591330225313,19566.365320901252,33869.243217367715,89365.50287088656
EMC-AEON-CLAM-ETC-VRM,1038.2598176009562,714,0,2102.611179014103,13410.444716056412,14948.103713361135,34288.55577038218
WAVES-XVG-LTC-VIA-RVR,2483.496612236458,720,0,14536.97292222043,63147.89168888172,35843.65190233079,83257.88637739897
POT-XMY-ZCL-ZEC-CLAM,1263.0653187867165,776,0,1694.1721646406618,11776.688658562647,15654.681829131703,40076.28416264092
VRM-AMP-CURE-BYC-DOGE,787.3139168242229,662,0,1923.5565799819237,12694.226319927695,10540.461907679397,25974.5962089315
EXP-ZCL-SHIFT-AMP-MONA,2628.942046516562,866,0,5484.686620735554,26938.746482942217,29382.56540386027,74159.38278229593
ABY-SHIFT-EFL-XVG-ETC,2127.2336574329383,754,0,13070.894383544852,57283.57753417941,29827.28484172249,68637.66839655046
XLM-XMR-POT-PTC-BSD,1247.4937956612935,670,0,4815.746593568836,24262.986374275344,23725.55225387962,53476.68321917041
SLR-TX-BLK-VTC-DMD,1368.3314379933968,692,0,3165.7279888847006,17662.911955538802,20402.707954288635,41375.40806681171
STEEM-AUR-BURST-BLK-IOP,931.478187581094,732,0,1262.942429616976,10051.769718467904,12868.224810216208,30844.85250410701
VIA-EXP-XLM-XRP-XMY,1211.572516727265,696,0,3855.3429960166177,20421.37198406647,18981.805352310108,43008.85083529021
GRS-SEQ-BRK-XLM-VTC,4965.312260699146,844,0,16442.222247942093,70768.88899176837,72382.43727976366,195477.7835513434
XLM-BURST-GRS-BTC-ZEC,1403.2801274902997,650,106,14614.020105766778,63456.08042306711,26564.64761885102,97493.48784752203
FLO-XMG-EMC-RBY-WAVES,1030.943817403953,670,0,1999.0728660631848,12996.29146425274,13694.68949444389,37218.89677134298
PIVX-NEOS-XMR-BYC-SHIFT,940.9418148438057,648,0,3325.899967722349,18303.599870889397,13111.52898500692,33596.217491148935
NEO-ZEC-TX-NLG-DOGE,1297.2815571470264,696,0,19920.067452008083,84680.26980803233,20382.461233564823,52847.760021817216
ZEC-EBST-MONA-XST-LBC,3927.631819778695,838,0,6822.911939702489,32291.647758809955,50580.465190210256,116511.33771977879
EGC-LSK-STEEM-IOC-GRC,1046.3736539665317,676,0,3760.2012549042174,20040.80501961687,15046.376573484651,35032.81991849709
SHIFT-XRP-GRC-XLM-AEON,1110.940370393929,692,0,3970.3533048506515,20881.413219402606,17917.98403070534,45586.8271380812
TX-DMD-EXP-DOGE-XST,1657.5563497848648,754,0,3313.5672644169117,18254.269057667647,23042.61279913087,48536.061318631604
ENRG-DCR-LSK-AEON-WAVES,1024.8585170109993,690,0,4630.470765802438,23521.883063209752,15273.927024409943,44076.4707226873
IOP-EXP-STRAT-BRK-POT,944.0777308244071,730,0,661.153864336243,7644.615457344972,11937.062275819766,22603.150184568338
PIVX-LTC-ABY-AMP-IOC,802.2583765798037,678,0,2189.0197986381054,13756.079194552422,10418.537251670068,24768.99483994807
PTC-XVG-AEON-ETH-SLR,3003.609832554601,722,0,14572.817119991838,63291.26847996735,43624.24348273293,101895.99555592277
NLG-RVR-ETH-NEOS-DGB,857.3498102275968,665,23,2008.3069556506166,13033.227822602466,11488.708731778006,27798.162229364334
EMC-DASH-SPR-XVG-IOC,2516.3973469226407,822,0,13130.544546760737,57522.17818704295,31581.160067039422,76306.3992845434
NEO-DOPE-PPC-LSK-XCP,2982.6387964126006,748,0,22365.943778808607,94463.77511523443,47040.87221122825,98579.78200784398
DOPE-AEON-XCP-ZEC-AMP,1215.1900529013203,744,0,1907.7676419270556,12631.070567708222,15074.770774905452,34025.76076019234
STEEM-XRP-LBC-BCY-DCR,483.3326273213505,602,0,2202.1057973391416,13808.423189356567,7172.477808371523,21673.988336495993
CURE-VTC-PTC-IOP-SBD,2157.9336155761184,776,0,3275.4894096783764,18101.957638713506,30027.2627399713,59235.24157470552
DASH-EMC-ENRG-XVG-LBC,1832.6298126607019,766,0,13048.917277136241,57195.669108544964,26665.485395352614,62475.52837260491
LTC-FTC-NLG-PTC-BSD,1227.9484191857744,634,0,4371.707219732765,22486.82887893106,19511.718037874816,48791.11487415792
XRP-POT-ENRG-CURE-NLG,598.9380683893131,602,0,1220.8951076998806,9883.580430799522,9136.709800062608,20994.33221407952
BSD-LBC-BTC-POT-BURST,589.0444970671708,503,103,2080.1012190924207,13320.404876369683,11200.418803314866,26411.443118274125
MONA-BTC-EXCL-LTC-LSK,1393.416257293323,496,88,9045.7906006232,41183.1624024928,31264.690729386195,79144.71452727079
XVG-XRP-DASH-STEEM-CLAM,1302.8293183953165,634,0,13137.641861265656,57550.567445062625,22663.267704119186,53922.23137215682
DASH-XMR-NLG-PPC-RBY,476.86985463888425,504,0,2120.334355216814,13481.337420867256,7277.244594216179,21181.432354474015
RBY-STRAT-DCR-LSK-XLM,969.8292477852056,692,0,5672.959918262952,27691.839673051807,16032.368088379599,50332.96094985887
REP-XRP-BTC-XST-PTC,1123.7137617342507,546,90,4539.099070577934,23156.396282311736,22026.23931521599,56348.79604691133
BYC-XMR-RBY-GRS-NLG,1883.5804916457325,768,0,13476.670583632087,58906.68233452835,25051.005994005136,80280.56484791823
AEON-NLG-ETH-BLK-XST,1358.7127971988753,722,0,3779.8307205161,20119.3228820644,18116.60292393505,47774.946061268114
NLG-DGB-VTC-BCY-XCP,658.1574867574627,672,0,2274.898974696829,14099.595898787316,9329.692666464574,22111.71519010386
AEON-SPR-IOP-VRM-DCR,2133.653105122791,896,0,2518.3543771003715,15073.417508401486,25475.18839186144,57630.68807060168
ABY-BCY-EXCL-IOC-CURE,977.6158319722915,662,0,1872.5290154773375,12490.11606190935,13983.055932322075,26843.744087494968
XMR-EXP-XMY-XST-XLM,1724.2109247523897,746,0,5214.376689742534,25857.506758970136,25683.843681704853,61268.68806494927
FLO-NXS-DCR-MONA-IOP,2004.1056205276163,848,0,6176.3146648557595,29705.258659423038,25069.755498066657,72087.97302265147
NAV-EGC-SHIFT-VRM-DASH,1981.7581517259953,740,0,3285.5444923594714,18142.177969437886,30383.503093596708,58285.367647749285
EBST-EGC-TX-GRC-PPC,1977.7228764793535,756,0,2294.516256964366,14178.065027857465,26422.810621942815,57688.140343154366
XMR-NLG-EGC-PTC-NEO,2340.730538502932,682,0,21989.161666834985,92956.64666733994,39939.58109855403,93528.20967737999
REP-DCR-RVR-BRK-BTC,834.1862820875904,532,96,3103.4966121845664,17413.986448738266,13895.40279111175,39988.08773412851
ERC-XMG-SEQ-CURE-PTC,1994.115152101101,674,0,4509.632087134241,23038.528348536965,31252.326086297715,66748.19440673283
STEEM-SBD-PPC-EXP-ERC,734.0784350181405,642,0,1812.0317133685667,12248.126853474267,9386.686400337687,26762.914133215785
BTC-FLO-ABY-BCY-NXT,562.6112437799346,534,104,1629.376943306827,11517.507773227308,9422.09731019486,22636.115955287154
DCR-PIVX-BCY-XVG-SLR,1342.822075438808,726,0,13547.22469757578,59188.89879030312,19689.00700903231,53357.33767764567
XLM-LSK-ENRG-RBY-EXCL,1560.8312821952225,732,0,5442.327296608316,26769.309186433264,23413.752122047757,57536.714699551965
EMC-XST-ENRG-STEEM-EXCL,2090.9323738123376,800,0,4404.078944481548,22616.315777926193,28060.582973311422,75165.02924792773
NEO-SYS-FLO-IOC-XVG,3718.61810175792,810,0,31575.546085633498,131302.184342534,52347.27186573506,135367.15023430676
IOC-EMC-NEOS-EFL-DCR,835.4059823577852,676,0,2598.438225435236,15393.752901740943,11191.373379107932,31075.108903336553
RBY-SHIFT-NAV-EXCL-GRC,1313.2477038613329,698,0,2909.284654313861,16637.138617255445,18449.14998001818,41366.25086608393
LSK-SHIFT-BURST-NEOS-NXT,1303.8658853708666,678,0,4081.2367967101754,21324.9471868407,18993.75890162212,40645.041502644584
XVG-GRC-DOPE-ETH-XCP,2460.33906513372,764,0,13410.909903239046,58643.63961295618,34869.38019352353,78241.55511618228
STEEM-RVR-XMY-WAVES-EFL,1277.9242528899024,698,0,2373.4859342157893,14493.943736863157,19142.40133947716,39479.484275978146
TX-XVG-OK-EMC-XMG,5392.407965990473,892,0,14369.202464271733,62476.80985708693,77401.14102058297,164604.1342632423
SBD-RVR-XMR-BRK-ZCL,4106.5739197605,846,0,2979.8204516518226,16919.28180660729,44201.92694261543,96055.58908048974
VTC-NAV-CLAM-MONA-BTC,1161.7736475636907,540,110,6809.800930548389,32239.203722193557,23153.610098622656,55183.103283468925
IOC-PIVX-DMD-DGB-VIA,1204.02351261656,712,0,3284.9140071022484,18139.656028408994,16954.28628450095,39307.06561075058
XMG-WAVES-CURE-GRC-LBC,724.7099018633035,592,0,1536.246870917439,11144.987483669756,10696.25939344945,24067.814426468158
DASH-PTC-BLK-VIA-NLG,891.9567941835824,650,0,3229.6782594182478,17918.71303767299,13049.79777368309,31826.69743781936
SPR-ABY-NAV-BCY-RBY,1136.2800113847854,760,0,1204.1255110469401,9816.50204418776,12552.74976379759,28538.479002285752
DGB-MONA-SPR-OK-DMD,3582.1593871270743,858,0,6318.346553602107,30273.386214408427,44839.90930973645,99615.14316800694
ABY-XLM-PPC-SEQ-EMC,1401.097502535727,728,0,4239.581312194598,21958.32524877839,20819.722941114487,51868.17290019726
ETH-EBST-VIA-DGB-SHIFT,2302.7652124638544,757,23,4142.599918578499,21570.399674313994,32760.203481830093,83286.8313449269
SLR-XRP-BLK-EXP-DOGE,463.78584978868525,600,0,876.4173691953329,8505.669476781331,6709.890451287188,16578.21124745575
NXS-GRC-DASH-VIA-EXCL,1384.9364219621882,728,0,4044.3116224257747,21177.2464897031,19768.647475122147,46196.58363633912
ENRG-FTC-ETH-DGB-EMC,951.813077226836,679,33,3328.3440744237487,18313.376297694995,14984.448531890663,42544.86879062075
GRC-ZCL-RDD-CLAM-IOC,1618.9511826386208,788,0,2444.9843979871516,14779.937591948606,18766.164954144093,47697.007070645865
DCR-DASH-NAV-EXP-AEON,899.6682820648588,654,0,3352.419133747563,18409.676534990253,13730.011791172561,36241.280950550776
XCP-ABY-ETC-XST-OK,2064.1681135140084,792,0,3347.2573898287874,18389.02955931515,28256.193619009915,54761.40540482571
SYS-NAV-DOPE-VIA-POT,1402.2311930487126,670,0,3495.80930890986,18983.23723563944,22252.227566804144,50800.96742137715
EBST-SBD-EGC-BYC-XCP,2785.417994163057,846,0,2556.6831175297725,15226.73247011909,32665.509908889297,70908.04870522779
LBC-DMD-SBD-RDD-NXT,1681.0121841145415,750,0,2728.147084333627,15912.588337334508,23051.5825556459,44425.586947190895
ZEC-OK-XRP-ABY-ETH,871.1805949092766,597,21,2714.2618072355845,15857.047228942338,14530.728973893054,36465.2224286892
SLR-RDD-EXCL-PIVX-XVG,2728.626016363523,728,0,14750.287834010349,64001.151336041396,42956.32765304552,97153.48073178277
XVG-NLG-MONA-NEOS-BTC,2215.332770235607,632,104,16250.188914238948,70000.7556569558,36415.1011274415,85896.0437501107
ZCL-ZEC-RDD-SEQ-DMD,3361.7997739267057,844,0,4498.697656617951,22994.790626471804,38918.38276646655,101238.90572443073
DMD-BURST-XCP-BLK-EBST,2101.3473150560753,800,0,2507.639312723656,15030.557250894624,26940.038821298363,54783.92782369505
ETH-AUR-AMP-PTC-VTC,1040.1456970788329,672,0,3693.825230075635,19775.30092030254,15940.437207960143,37394.412744616384
AUR-LSK-AMP-XMY-PTC,1332.6145292155395,682,0,4111.419382653832,21445.67753061533,19305.08774282856,41478.9182946485
DOGE-DGB-ABY-ETC-PPC,477.93193996329353,606,0,1097.9124361745598,9391.64974469824,6569.249384553604,19157.990610965877
NLG-GRS-LTC-DOGE-DMD,1634.9079616073157,732,0,13672.014152659742,59688.05661063897,24690.892847602365,73854.17616652408
PIVX-LTC-BYC-DOGE-XCP,654.688377710904,612,0,2906.5469188464895,16626.187675385958,9912.972228645904,26291.071314937042
LTC-GRC-TX-XMG-WAVES,928.4812052845693,616,0,2599.5075846754567,15398.030338701827,14850.961683524221,35357.95366885477
DOGE-BYC-STRAT-WAVES-DCR,486.53476373774623,602,0,2639.72497533948,15558.89990135792,6836.928650319426,23998.6885929107
EXCL-CURE-LSK-NXS-ABY,2080.133196575445,734,0,5135.559373304257,25542.237493217028,29797.0167625623,65879.11279098385
LTC-EBST-ZCL-BURST-RBY,4337.724930078372,906,0,3713.622764917608,19854.491059670432,51452.03306746463,130301.15219117407
ETC-LBC-EMC-NAV-STEEM,706.460281275389,658,0,2221.2999580005785,13885.199832002314,10337.030880078513,27563.39708325724
ZCL-PIVX-DCR-STEEM-EBST,3865.121413240723,880,0,4352.349262194227,22409.397048776907,48762.01747436678,138110.43994977511
TX-PIVX-XCP-PTC-XRP,1151.0782189993874,688,0,2877.1611903236244,16508.644761294498,17969.490478085812,38927.31231540811
ENRG-ZCL-ETC-WAVES-NLG,1097.6858390820234,744,0,1545.7171658271368,11182.868663308547,12577.026739942025,34417.92790902854
ERC-AMP-BSD-BCY-NXT,757.3268574635975,668,0,2062.923466456758,13251.693865827032,10353.712737080692,25074.23395353232
BLK-EGC-FLO-RDD-AEON,1673.6877871816546,800,0,3013.350696494249,17053.402785976996,22474.929111895963,55750.02055089141
ETC-NEO-DCR-BTC-LBC,768.1503360589146,502,116,21022.500261765224,89090.0010470609,15786.655986830345,49851.94812188737
EMC-XCP-CLAM-NEO-XRP,1373.8087217837353,670,0,20237.713536975363,85950.85414790145,22539.016791238526,52197.28142836958
OK-BURST-EGC-MONA-NAV,2933.4471163525795,774,0,6744.788465351188,31979.153861404753,46892.581061091754,100616.75197625463
ETH-FTC-DGB-STEEM-EXCL,1068.1361634798734,676,30,4169.269593718134,21677.078374872537,17512.618666474962,52847.17927739881
WAVES-CLAM-SPR-FLO-RBY,722.5545077406392,730,0,750.1681249391852,8000.672499756741,7456.639841381187,21264.29354634381
BURST-PTC-BTC-SPR-GRC,870.5700777576478,610,120,2719.239255859145,15876.95702343658,12790.7635957552,34443.278994784894
RBY-EMC-LBC-PTC-DMD,1458.2042725100791,732,0,3032.160440291087,17128.64176116435,19555.861983635394,43908.68735633678
VTC-XMR-REP-BRK-POT,1027.349490015831,620,0,3352.408163621192,18409.63265448477,16547.419418095476,37386.4974758595
VTC-EFL-BSD-PTC-XST,3046.6732093940936,750,0,5830.436509517903,28321.74603807161,46259.66283062499,98142.75607087696
FTC-SHIFT-ETH-EFL-MONA,1696.7193779902505,704,0,7044.287647898944,33177.150591595775,27207.63583761448,71059.79796903879
EMC-IOP-SLR-SHIFT-RBY,1276.44728898026,796,0,1820.6882193282313,12282.752877312925,16887.40865580347,39793.62004213342
EFL-EMC-NAV-GRC-BRK,1178.4851955320441,694,0,2578.412915531436,15313.651662125743,17997.454218150255,40458.96989422728
SHIFT-XMG-BRK-POT-ETC,1121.4443111310727,674,0,1920.4955709495625,12681.98228379825,16275.5631203083,33309.6619828281
SEQ-NLG-EFL-OK-BLK,1471.8133394327638,730,0,3127.258975233416,17509.035900933664,19832.030286735946,42370.31512930118
STEEM-DOGE-ZEC-DCR-XVG,975.6295724048142,634,0,13603.674620969205,59414.69848387682,15180.468987893151,52581.52166244258
CLAM-XMR-BURST-BRK-DASH,725.7268882487116,576,0,2561.69523582446,15246.78094329784,12139.814972747079,28591.5603779418
EGC-XMR-SHIFT-PPC-IOP,1173.3027995325488,738,0,2485.9220140707966,14943.688056283187,16884.512957632047,40024.511633315175
ENRG-SEQ-XMY-SLR-LTC,1312.7041442169602,670,0,3244.6026816035637,17978.410726414255,19976.92465746127,39555.71904699652
EFL-SLR-GRC-XVG-DGB,1496.5532622214664,688,0,12866.353893089372,56465.41557235749,22346.188113152224,55491.40995161172
LTC-NXT-LSK-EBST-RDD,3546.292305537575,772,0,6079.6365882106065,29318.546352842426,54477.43656133913,117934.76394388982
DCR-AEON-EXP-BLK-AUR,729.3712982959134,646,0,2188.3240316632987,13753.296126653195,10388.886218844713,27438.42623042515
XMR-XMG-BURST-EBST-ERC,2610.618280111336,758,0,3996.9893404863087,20987.957361945235,37051.81195919957,87957.59830765522
BCY-DGB-DCR-EGC-AUR,702.6674231510697,674,0,2360.934721499976,14443.738885999905,10107.065778092356,30499.19282327867
RBY-SHIFT-POT-NEOS-STRAT,779.2534302443713,708,0,1302.0989414310689,10208.395765724275,9693.80878610888,23466.866273464184
BTC-BSD-SHIFT-RVR-SYS,1123.241742413292,580,110,3397.550234163038,18590.200936652152,21108.246178999325,49257.043398547394
CLAM-XRP-AUR-WAVES-SLR,447.4376398010897,524,0,1000.5404231055409,9002.161692422163,7248.621269496172,17618.65459913435
VTC-ENRG-EXP-EFL-AUR,1002.0876126996817,702,0,2247.028392824517,13988.113571298069,13299.956272003428,29087.28550634692
BYC-NEO-MONA-ETC-CURE,2628.9007459095997,712,0,24102.673895563337,101410.69558225335,41397.486967571,104710.54414732206
LSK-STEEM-MONA-IOC-ETC,1320.815647508869,714,0,6843.813423125069,32375.253692500275,18848.703987354416,47413.81986264864
VIA-ABY-PPC-ZEC-DGB,723.8980337180634,652,0,2166.8023037379667,13667.209214951867,10358.089515995458,28620.628225929253
BTC-FTC-XCP-EFL-EXP,654.004419903915,547,93,2503.947345435963,15015.789381743853,10497.970228613767,26239.585963636524
VRM-FTC-LSK-CLAM-RVR,1735.3850835761161,722,0,4400.527441531339,22602.109766125355,25835.166849058445,49153.85042840366
XST-EMC-DMD-LSK-ENRG,2479.7257398215447,756,0,5848.787461133048,28395.149844532192,34985.69060644299,81866.33177749856
SHIFT-GRC-EBST-BTC-EXCL,1908.6337161557337,642,118,3678.243197738435,19712.97279095374,30794.995628293007,69132.7013776164
REP-TX-VRM-BLK-ETC,931.8493390246826,690,0,1400.7710310727198,10603.08412429088,12911.99559037923,30138.83655075531
SPR-NEOS-NXT-AUR-ZCL,2394.9524126510696,868,0,1698.0392451919734,11792.156980767893,24411.223235940965,56936.26139389687
AEON-BRK-BYC-AUR-DGB,1433.2415780288563,758,0,2654.9787771421275,15619.91510856851,17696.607895887715,44960.084056498315
RBY-NAV-LBC-EGC-SLR,1131.7612136522284,728,0,1799.4421218830357,12197.768487532143,15393.367733794708,32864.136033831244
SEQ-EMC-ZCL-XMR-ERC,3325.3648674495944,848,0,4956.259938608333,24825.039754433332,41137.87186643908,112943.98641633206
LTC-DCR-STRAT-XMR-IOC,560.8151617682116,570,0,3695.8388616614993,19783.355446645997,9075.24562254925,29367.633030672798
CLAM-NEO-BSD-EXCL-VIA,2383.356873925228,716,0,21845.9977413576,92383.9909654304,40044.87926249275,89354.79261142577
DCR-BRK-DOGE-SPR-SYS,946.7045482906576,740,0,2576.3270544661864,15305.308217864746,11697.555771765963,36957.019687305554
PPC-RVR-NLG-SBD-ABY,1115.224986467928,666,0,1123.9438543411084,9495.775417364433,14105.69048188893,29828.660167703914
XST-STEEM-EGC-ETH-BSD,1828.0586786643335,730,0,4599.310561405999,23397.242245623995,28193.862118077395,76282.0749153948
XST-BTC-NEO-LTC-PTC,2846.9710239351643,590,106,23985.60835013732,100942.43340054929,57877.0192939759,151308.41443142042
DCR-BSD-NLG-AUR-AMP,609.8801388342715,642,0,2111.918237411509,13447.672949646036,8413.953323601787,25222.387378224103
POT-ETC-ENRG-PIVX-WAVES,482.40369468450154,604,0,1206.6867283078109,9826.746913231244,6669.199175575849,17365.143700570476
EXCL-BURST-ZEC-XVG-XST,2930.6883690397935,772,0,15155.713163563574,65622.8526542543,42810.401640394826,114123.79284534059
XST-RBY-RDD-XMG-AUR,2276.3729711427773,746,0,3979.8299605043585,20919.319842017434,32330.904960151045,73981.80090045277
ZEC-BLK-SYS-DASH-EXCL,687.6036700116741,626,0,2715.595396765291,15862.381587061163,10463.17013573441,29418.87028457733
LBC-DCR-EXP-ZEC-VTC,544.3614194799044,628,0,2930.8393568762067,16723.357427504827,7730.586492591811,22631.046876340664
EXP-XMR-BLK-OK-BYC,1101.7311515793704,674,0,2979.881339705891,16919.525358823565,14950.841629099365,34424.45216132523
AEON-NLG-NEO-EGC-ETC,2002.962738281673,712,0,20635.175616259745,87540.70246503898,31042.804424367034,74946.18129787169
REP-EXCL-EFL-XST-DGB,1774.3837499643255,768,0,4248.340449102863,21993.361796411453,24778.709433660788,66249.76822366739
GRC-FLO-NAV-ABY-REP,697.1132081398549,630,0,1628.9073144604872,11515.629257841949,9948.927837769366,25250.331605124127
BLK-EBST-ZCL-XVG-GRS,19393.529038160308,1058,0,24867.051811925623,104468.20724770249,258983.5306423603,648625.9931612905
EFL-XVG-AMP-REP-DMD,1817.245613668436,734,0,13135.582948789626,57542.331795158505,25866.57640446863,61551.53413450916
VIA-REP-SEQ-AEON-AMP,1252.0567053338311,728,0,3471.9496809739485,18887.798723895794,16040.146784199673,40973.04741876137
REP-XST-XVG-XMR-TX,3629.0120957876484,788,0,15127.58398178089,65510.33592712356,54199.083019815065,137490.7472972143
VIA-NAV-POT-PTC-MONA,1961.393205495325,702,0,6942.963724856241,32771.854899424965,30641.010317189615,67525.28174815446
NLG-DCR-BTC-BYC-BCY,404.9706562494297,497,87,2828.9118059069256,16315.647223627702,6328.724376977036,22376.610917517617
GRC-STEEM-NXS-PIVX-EGC,1135.2585993523583,664,0,3123.3125965376494,17493.250386150597,16535.380433001963,41233.73352205358
PPC-LBC-BLK-RBY-WAVES,488.53679554364913,612,0,767.4209622496446,8069.6838489985785,6227.48642646023,16766.08769927559
DOPE-AUR-GRS-EBST-SBD,8630.360883259533,912,0,13343.659819352919,58374.639277411676,115113.81090095932,261232.43053440127
AEON-FTC-EFL-ENRG-NEO,3005.7336685758223,778,0,21561.71450802683,91246.85803210732,45989.21241355144,104600.92603889848
VRM-EFL-DMD-CLAM-XMR,1019.4307532896759,610,0,2843.9518140477467,16375.807256190987,16775.063761384932,34318.78281373049
DCR-LTC-XMY-BTC-CLAM,495.65707232398984,460,94,3555.5754761773705,19222.301904709482,10988.84634744291,32341.955079358893
STRAT-STEEM-SBD-AMP-EXP,597.4872257458067,636,0,918.0161205511572,8672.064482204629,6878.730807009946,18621.141948975477
DOGE-SHIFT-ENRG-PTC-XMR,942.8300793888658,632,0,3245.2101667746138,17980.840667098455,14577.08788190611,34664.582630359284
BURST-MONA-BRK-ETH-AMP,1305.6894023592024,688,0,5534.443734852817,27137.77493941127,18061.13883369893,47003.43497352151
XMR-AMP-XST-XVG-EXP,2076.5932877683526,744,0,14373.086864410625,62492.3474576425,28348.27662526562,67065.37110327928
GRC-ZCL-SYS-DOGE-LBC,1131.0563190469456,746,0,2029.2599901996646,13117.039960798658,14626.479296140657,37436.88893984027
NLG-NEO-AUR-OK-DOPE,4299.848223979218,804,0,21178.498945136063,89713.99578054425,64142.312512345,128033.77567295684
STRAT-DASH-POT-BCY-ABY,576.0677887170275,618,0,1140.2571611630688,9561.028644652275,8730.843727429805,18293.195951406822
NEO-SPR-LTC-CURE-WAVES,2156.78932359956,750,0,21008.519801422066,89034.07920568826,30881.325941021816,77268.9660692203
XRP-SYS-NEO-ZCL-RDD,5168.88996137063,836,0,22327.91484992452,94311.65939969808,71966.50548896968,197338.02931494493
EGC-FTC-SLR-XVG-ZCL,6339.9002087038625,866,0,14460.096959978411,62840.387839913645,80775.0541654736,190426.1892994377
IOC-BCY-AUR-XRP-LBC,560.9210277157382,656,0,679.6155649780242,7718.462259912097,7014.024250503189,16166.82930500901
ETH-XCP-ETC-XLM-BTC,370.3347940359721,395,129,3563.0502023255804,19252.20080930232,8916.574117737433,26676.871295900302
CURE-NAV-RDD-PTC-VTC,2170.8558786563203,698,0,5243.177735394727,25972.71094157891,36995.48986634807,76357.88283613152
IOP-SLR-RVR-ETH-NXS,1650.1627223177343,786,0,2510.0396537561046,15040.158615024418,22616.635767116662,44776.933509226285
DASH-GRS-SHIFT-VTC-AEON,3490.8165492592475,832,0,15127.352779721698,65509.41111888679,50666.37981933853,139756.797484728
CLAM-LSK-IOC-CURE-SLR,880.917692318305,668,0,3068.1108089429417,17272.443235771767,12436.578365122896,26090.650310739125
NXS-BTC-CLAM-TX-POT,644.0893454464716,509,99,2319.9959747685784,14279.983899074314,12063.90394863168,28116.2601514305
XCP-EGC-FLO-SHIFT-LBC,928.360595309526,702,0,1782.7912260171324,12131.16490406853,11915.456027972747,27862.324425139464
XMG-XRP-FTC-EXP-SLR,1084.9840985581257,664,0,2354.2441343425817,14416.976537370327,16268.01114589035,34069.32344224969
EBST-OK-XCP-XMY-CURE,4060.7950657574675,882,0,3109.1129118769322,17436.45164750773,53516.52835138683,93335.94372607535
RVR-PTC-IOP-DASH-XLM,1906.5427593041609,772,0,4083.714083396346,21334.856333585383,29101.495026293116,60387.20702208026
XST-VRM-FTC-SPR-XLM,3678.5084383093817,890,0,5483.937031384556,26935.748125538223,48097.83242619708,112694.21652990606
LBC-SBD-PIVX-EFL-NXT,1120.207844645311,680,0,1831.9578232153444,12327.831292861378,14789.460962056399,31189.777829859944
EMC-DCR-XMR-NXS-BSD,1251.7121589132914,692,0,4681.314682327613,23725.25872931045,19772.806835356256,60002.12232111005
IOP-VIA-DGB-EXP-NLG,868.4427136782517,774,0,1682.1645409582347,11728.658163832939,10424.767852787953,25690.509086405244
ENRG-NAV-BCY-NXS-FTC,1111.5824460513272,690,0,3042.6542465683015,17170.616986273206,15360.658425897966,35439.14366400257
RBY-DMD-ETC-BYC-LTC,800.2259390066631,616,0,3014.8106031122097,17059.24241244884,11507.22055232382,30114.939505339258
AEON-PTC-AMP-TX-BSD,1627.7177240124395,764,0,3143.7148745684453,17574.85949827378,22934.711123933466,50212.98401853591
SLR-PPC-NXS-EMC-EBST,2227.898613379577,834,0,3127.15797969912,17508.63191879648,27253.314746104676,65105.5646414698
SYS-ZEC-NEOS-XLM-BRK,915.9384639134881,706,0,3198.489937104069,17793.959748416277,13062.488346661015,36409.912808396046
ENRG-GRC-ERC-NXS-AEON,1463.2483134718577,780,0,3078.6425752035293,17314.570300814117,18104.32866125175,45191.41466441602
STRAT-XRP-POT-AUR-NEO,1252.0973494752939,640,0,19842.78691515366,84371.14766061465,22466.06121968546,51075.07417910133
EMC-VIA-TX-ENRG-LBC,1213.6864446130835,780,0,2460.153451287916,14840.613805151665,15313.587839392383,36778.509672018175
VRM-DOPE-MONA-DASH-PPC,2476.9400062105274,700,0,5914.634836614142,28658.539346456568,37564.9151522294,75177.02497949667
NEOS-XST-EXP-STEEM-PTC,1423.8039345176908,712,0,3727.896079281585,19911.58431712634,19379.721110431117,43661.29681942228
GRS-VIA-BSD-CURE-GRC,2238.7368402757306,764,0,13767.288306955767,60069.153227823066,33537.97313536646,96101.89683320254
XCP-DASH-BURST-NXT-STRAT,816.3892550269577,658,0,1958.2679086062549,12833.07163442502,12263.374715235554,25731.890004131106
